,Year,Value,Replace_Value,Frequency
0,1387,X000,000,10.0
1,1388,X000,000,8.0
2,1390,X000,000,1.0
3,1391,X000,000,1.0
4,1392,X000,000,4.0
5,1393,X000,000,3.0
6,1394,X000,000,2.0
7,1396,X000,000,7.0
8,1397,X000,000,3.0
9,1398,X000,000,5.0
10,1399,X000,000,2.0
11,1401,X000,000,1406.0
