,Year,Value,Replace_Value,Frequency
0,1387,X000,000,3.0
1,1388,X000,000,9.0
2,1389,X000,000,1.0
3,1392,X0000,0000,1.0
4,1394,X0000,0000,1.0
5,1395,X0000,0000,3.0
6,1396,X0000,0000,1.0
7,1399,X0000,0000,1.0
8,1401,X0000,0000,17.0
