,Year,Value,Replace_Value,Frequency
0,1387,X000,000,11.0
1,1388,X000,000,3.0
2,1390,X000,000,1.0
3,1391,X000,000,1.0
4,1392,X0000,0000,6.0
5,1393,X0000,0000,3.0
6,1394,X0000,0000,3.0
7,1395,X0000,0000,7.0
8,1396,X0000,0000,4.0
9,1397,X0000,0000,3.0
10,1398,X0000,0000,4.0
11,1399,X0000,0000,2.0
12,1400,X0000,0000,1.0
13,1401,X0000,0000,1440.0
