,Year,Value,Replace_Value,Frequency
0,1387,X000,000,189.0
1,1388,X000,000,33.0
2,1389,X000,000,1.0
3,1390,X000,000,1.0
4,1391,X000,000,5.0
5,1392,X0000,0000,105.0
6,1393,X0000,0000,32.0
7,1394,X0000,0000,20.0
8,1395,X0000,0000,35.0
9,1396,X0000,0000,80.0
10,1397,X0000,0000,41.0
11,1398,X0000,0000,17.0
12,1399,X0000,0000,18.0
13,1400,X0000,0000,21.0
14,1401,X0000,0000,4721.0
