Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
pkey,0,100.0,integer,119707,9310109912: 30; 9306202836: 28; 9324203434: 27
F2Kol_DJAYGOZIN,0,100.0,integer,2,"2: 663,401; 1: 36,551"
F2Kol_D20,0,100.0,integer,1,"1: 699,952"
F2Kol_D21,699952,-0.0,integer,1,
F2_D01,0,100.0,integer,19,"1: 201,651; 2: 187,339; 3: 147,304"
F2_D03,0,100.0,string,11,"3: 311,621; 1: 202,942; 2: 170,000"
F2_D04,0,100.0,integer,2,"2: 351,655; 1: 348,297"
F2_D05,0,100.0,string,14,"01: 88,384; 06: 86,155; 03: 60,692"
F2_D06,0,100.0,string,102,"65: 14,727; 68: 14,329; 63: 14,106"
F2_D07,0,100.0,string,101,"28: 14,616; 25: 14,507; 30: 14,450"
F2_D08,0,100.0,integer,3,"1: 690,400; 2: 9,087; 3: 465"
F2_D09,0,100.0,integer,4,"1: 696,033; 2: 3,703; 3: 187"
F2_D10,10006,98.57047340389056,integer,3,"2: 656,434; 1: 33,512"
F2_D11,666440,4.787756874757121,integer,7,"1: 28,628; 4: 2,237; 2: 1,714"
F2_D12,695068,0.6977621322604932,string,11,"8: 2,319; 9: 682; 1: 413"
F2_D13,697596,0.33659450933778423,integer,32,23: 574; 6: 155; 9: 142
F2_D14,699765,0.026716117676639506,string,7,3: 151; 6: 16; 2: 7
F2_D15,69196,90.11417925800626,integer,3,"2: 468,747; 1: 162,009"
F2_D16,69196,90.11417925800626,integer,3,"1: 522,561; 2: 108,195"
F2_D17,177391,74.6566907445082,integer,10,"11: 189,848; 21: 111,785; 41: 97,133"
F2_D18,493437,29.504165999954278,string,26,"22: 52,320; 52: 34,161; 42: 29,278"
F2_D19,116612,83.3400004571742,integer,5,"1: 360,468; 4: 189,841; 2: 28,130"
F3_D01,116612,83.3400004571742,integer,3,"2: 416,627; 1: 166,713"
F3_D02,283325,59.52222438110042,integer,3,"2: 413,768; 1: 2,859"
F3_D03,286184,59.11376780122066,integer,3,"2: 400,417; 1: 13,351"
