,Year,Value,Replace_Value,Frequency
0,1387,X000,000,4.0
1,1388,X000,000,5.0
2,1389,X000,000,1.0
3,1392,X000,000,1.0
4,1393,X000,000,1.0
5,1398,X000,000,1.0
6,1399,X000,000,1.0
7,1401,X000,000,4.0
